Country,Variable,ModelType,Score_RMSE
Algeria,S_AccessToElectricityPctOfTotal,Constant,
Algeria,S_UpperSecEduPctOfTotal,Linear,
Algeria,S_UpperSecEduPctOfTotal,Quadratic,
Algeria,S_UpperSecEduPctOfTotal,Cubic,
Algeria,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Algeria,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Algeria,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Algeria,S_UpperSecEduPctOfTotal,Constant,
Algeria,S_CompulsoryEducationYears,Linear,
Algeria,S_CompulsoryEducationYears,Quadratic,
Algeria,S_CompulsoryEducationYears,Cubic,
Algeria,S_CompulsoryEducationYears,AutoReg1Lags,
Algeria,S_CompulsoryEducationYears,AutoReg2Lags,
Algeria,S_CompulsoryEducationYears,AutoReg3Lags,
Algeria,S_CompulsoryEducationYears,Constant,
Algeria,S_LaborParticipRateFemale,Linear,
Algeria,S_LaborParticipRateFemale,Quadratic,
Algeria,S_LaborParticipRateFemale,Cubic,
Algeria,S_LaborParticipRateFemale,AutoReg1Lags,
Algeria,S_LaborParticipRateFemale,AutoReg2Lags,
Algeria,S_LaborParticipRateFemale,AutoReg3Lags,
Algeria,S_LaborParticipRateFemale,Constant,
Algeria,S_PopulationAged14OrLess,Linear,
Algeria,S_PopulationAged14OrLess,Quadratic,
Algeria,S_PopulationAged14OrLess,Cubic,
Algeria,S_PopulationAged14OrLess,AutoReg1Lags,
Algeria,S_PopulationAged14OrLess,AutoReg2Lags,
Algeria,S_PopulationAged14OrLess,AutoReg3Lags,
Algeria,S_PopulationAged14OrLess,Constant,
Algeria,V_CO2PerCapita,Linear,
Algeria,V_CO2PerCapita,Quadratic,
Algeria,V_CO2PerCapita,Cubic,
Algeria,V_CO2PerCapita,AutoReg1Lags,
Algeria,V_CO2PerCapita,AutoReg2Lags,
Algeria,V_CO2PerCapita,AutoReg3Lags,
Algeria,V_CO2PerCapita,Constant,
Algeria,V_FertilizerUseKgPerHectare,Linear,
Algeria,V_FertilizerUseKgPerHectare,Quadratic,
Algeria,V_FertilizerUseKgPerHectare,Cubic,
Algeria,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Algeria,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Algeria,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Algeria,V_FertilizerUseKgPerHectare,Constant,
Algeria,V_AgriculturalLandPctOfTotal,Linear,
Algeria,V_AgriculturalLandPctOfTotal,Quadratic,
Algeria,V_AgriculturalLandPctOfTotal,Cubic,
Algeria,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Algeria,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Algeria,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Algeria,V_AgriculturalLandPctOfTotal,Constant,
Algeria,V_ForestAreaPctOfTotal,Linear,
Algeria,V_ForestAreaPctOfTotal,Quadratic,
Algeria,V_ForestAreaPctOfTotal,Cubic,
Algeria,V_ForestAreaPctOfTotal,AutoReg1Lags,
Algeria,V_ForestAreaPctOfTotal,AutoReg2Lags,
Algeria,V_ForestAreaPctOfTotal,AutoReg3Lags,
Algeria,V_ForestAreaPctOfTotal,Constant,
Algeria,H_AirPollutionMeanExpPctOfPop,Linear,
Algeria,H_AirPollutionMeanExpPctOfPop,Quadratic,
Algeria,H_AirPollutionMeanExpPctOfPop,Cubic,
Algeria,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Algeria,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Algeria,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Algeria,H_AirPollutionMeanExpPctOfPop,Constant,
Algeria,H_TotalSuicideRate,Linear,
Algeria,H_TotalSuicideRate,Quadratic,
Algeria,H_TotalSuicideRate,Cubic,
Algeria,H_TotalSuicideRate,AutoReg1Lags,
Algeria,H_TotalSuicideRate,AutoReg2Lags,
Algeria,H_TotalSuicideRate,AutoReg3Lags,
Algeria,H_TotalSuicideRate,Constant,
Argentina,E_GDPPerCapitaConstant,Linear,
Argentina,E_GDPPerCapitaConstant,Quadratic,
Argentina,E_GDPPerCapitaConstant,Cubic,
Argentina,E_GDPPerCapitaConstant,AutoReg1Lags,
Argentina,E_GDPPerCapitaConstant,AutoReg2Lags,
Argentina,E_GDPPerCapitaConstant,AutoReg3Lags,
Argentina,E_GDPPerCapitaConstant,Constant,
Argentina,E_PovertyGap685Headcount,Linear,
Argentina,E_PovertyGap685Headcount,Quadratic,
Argentina,E_PovertyGap685Headcount,Cubic,
Argentina,E_PovertyGap685Headcount,AutoReg1Lags,
Argentina,E_PovertyGap685Headcount,AutoReg2Lags,
Argentina,E_PovertyGap685Headcount,AutoReg3Lags,
Argentina,E_PovertyGap685Headcount,Constant,
Argentina,E_HealthExpenditurePerCapita,Linear,
Argentina,E_HealthExpenditurePerCapita,Quadratic,
Argentina,E_HealthExpenditurePerCapita,Cubic,
Argentina,E_HealthExpenditurePerCapita,AutoReg1Lags,
Argentina,E_HealthExpenditurePerCapita,AutoReg2Lags,
Argentina,E_HealthExpenditurePerCapita,AutoReg3Lags,
Argentina,E_HealthExpenditurePerCapita,Constant,
Argentina,E_ExportsPctOfGDP,Linear,
Argentina,E_ExportsPctOfGDP,Quadratic,
Argentina,E_ExportsPctOfGDP,Cubic,
Argentina,E_ExportsPctOfGDP,AutoReg1Lags,
Argentina,E_ExportsPctOfGDP,AutoReg2Lags,
Argentina,E_ExportsPctOfGDP,AutoReg3Lags,
Argentina,E_ExportsPctOfGDP,Constant,
Argentina,E_GiniIndex,Linear,
Argentina,E_GiniIndex,Quadratic,
Argentina,E_GiniIndex,Cubic,
Argentina,E_GiniIndex,AutoReg1Lags,
Argentina,E_GiniIndex,AutoReg2Lags,
Argentina,E_GiniIndex,AutoReg3Lags,
Argentina,E_GiniIndex,Constant,
Argentina,E_EducationExpenditurePctOfGDP,Linear,
Argentina,E_EducationExpenditurePctOfGDP,Quadratic,
Argentina,E_EducationExpenditurePctOfGDP,Cubic,
Argentina,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Argentina,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Argentina,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Argentina,E_EducationExpenditurePctOfGDP,Constant,
Argentina,E_LaborTaxPctOfProfits,Linear,
Argentina,E_LaborTaxPctOfProfits,Quadratic,
Argentina,E_LaborTaxPctOfProfits,Cubic,
Argentina,E_LaborTaxPctOfProfits,AutoReg1Lags,
Argentina,E_LaborTaxPctOfProfits,AutoReg2Lags,
Argentina,E_LaborTaxPctOfProfits,AutoReg3Lags,
Argentina,E_LaborTaxPctOfProfits,Constant,
Argentina,E_ConsumerPriceInflation,Linear,
Argentina,E_ConsumerPriceInflation,Quadratic,
Argentina,E_ConsumerPriceInflation,Cubic,
Argentina,E_ConsumerPriceInflation,AutoReg1Lags,
Argentina,E_ConsumerPriceInflation,AutoReg2Lags,
Argentina,E_ConsumerPriceInflation,AutoReg3Lags,
Argentina,E_ConsumerPriceInflation,Constant,
Argentina,E_FemaleUnemployment,Linear,
Argentina,E_FemaleUnemployment,Quadratic,
Argentina,E_FemaleUnemployment,Cubic,
Argentina,E_FemaleUnemployment,AutoReg1Lags,
Argentina,E_FemaleUnemployment,AutoReg2Lags,
Argentina,E_FemaleUnemployment,AutoReg3Lags,
Argentina,E_FemaleUnemployment,Constant,
Argentina,E_ImportsPctOfGDP,Linear,
Argentina,E_ImportsPctOfGDP,Quadratic,
Argentina,E_ImportsPctOfGDP,Cubic,
Argentina,E_ImportsPctOfGDP,AutoReg1Lags,
Argentina,E_ImportsPctOfGDP,AutoReg2Lags,
Argentina,E_ImportsPctOfGDP,AutoReg3Lags,
Argentina,E_ImportsPctOfGDP,Constant,
Argentina,P_GovernmentEffectiveness,Linear,
Argentina,P_GovernmentEffectiveness,Quadratic,
Argentina,P_GovernmentEffectiveness,Cubic,
Argentina,P_GovernmentEffectiveness,AutoReg1Lags,
Argentina,P_GovernmentEffectiveness,AutoReg2Lags,
Argentina,P_GovernmentEffectiveness,AutoReg3Lags,
Argentina,P_GovernmentEffectiveness,Constant,
Argentina,P_ControlOfCorruption,Linear,
Argentina,P_ControlOfCorruption,Quadratic,
Argentina,P_ControlOfCorruption,Cubic,
Argentina,P_ControlOfCorruption,AutoReg1Lags,
Argentina,P_ControlOfCorruption,AutoReg2Lags,
Argentina,P_ControlOfCorruption,AutoReg3Lags,
Argentina,P_ControlOfCorruption,Constant,
Argentina,P_RuleOfLaw,Linear,
Argentina,P_RuleOfLaw,Quadratic,
Argentina,P_RuleOfLaw,Cubic,
Argentina,P_RuleOfLaw,AutoReg1Lags,
Argentina,P_RuleOfLaw,AutoReg2Lags,
Argentina,P_RuleOfLaw,AutoReg3Lags,
Argentina,P_RuleOfLaw,Constant,
Argentina,P_CleanElectionsIndex,Linear,
Argentina,P_CleanElectionsIndex,Quadratic,
Argentina,P_CleanElectionsIndex,Cubic,
Argentina,P_CleanElectionsIndex,AutoReg1Lags,
Argentina,P_CleanElectionsIndex,AutoReg2Lags,
Argentina,P_CleanElectionsIndex,AutoReg3Lags,
Argentina,P_CleanElectionsIndex,Constant,
Argentina,S_AccessToCleanFuelsPctOfTotal,Linear,
Argentina,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Argentina,S_AccessToCleanFuelsPctOfTotal,Cubic,
Argentina,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Argentina,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Argentina,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Argentina,S_AccessToCleanFuelsPctOfTotal,Constant,
Argentina,S_UrbanPopPctOfTotal,Linear,
Argentina,S_UrbanPopPctOfTotal,Quadratic,
Argentina,S_UrbanPopPctOfTotal,Cubic,
Argentina,S_UrbanPopPctOfTotal,AutoReg1Lags,
Argentina,S_UrbanPopPctOfTotal,AutoReg2Lags,
Argentina,S_UrbanPopPctOfTotal,AutoReg3Lags,
Argentina,S_UrbanPopPctOfTotal,Constant,
Argentina,S_AccessToElectricityPctOfTotal,Linear,
Argentina,S_AccessToElectricityPctOfTotal,Quadratic,
Argentina,S_AccessToElectricityPctOfTotal,Cubic,
Argentina,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Argentina,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Argentina,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Argentina,S_AccessToElectricityPctOfTotal,Constant,
Argentina,S_UpperSecEduPctOfTotal,Linear,
Argentina,S_UpperSecEduPctOfTotal,Quadratic,
Argentina,S_UpperSecEduPctOfTotal,Cubic,
Argentina,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Argentina,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Argentina,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Argentina,S_UpperSecEduPctOfTotal,Constant,
Argentina,S_CompulsoryEducationYears,Linear,
Argentina,S_CompulsoryEducationYears,Quadratic,
Argentina,S_CompulsoryEducationYears,Cubic,
Argentina,S_CompulsoryEducationYears,AutoReg1Lags,
Argentina,S_CompulsoryEducationYears,AutoReg2Lags,
Argentina,S_CompulsoryEducationYears,AutoReg3Lags,
Argentina,S_CompulsoryEducationYears,Constant,
Argentina,S_LaborParticipRateFemale,Linear,
Argentina,S_LaborParticipRateFemale,Quadratic,
Argentina,S_LaborParticipRateFemale,Cubic,
Argentina,S_LaborParticipRateFemale,AutoReg1Lags,
Argentina,S_LaborParticipRateFemale,AutoReg2Lags,
Argentina,S_LaborParticipRateFemale,AutoReg3Lags,
Argentina,S_LaborParticipRateFemale,Constant,
Argentina,S_PopulationAged14OrLess,Linear,
Argentina,S_PopulationAged14OrLess,Quadratic,
Argentina,S_PopulationAged14OrLess,Cubic,
Argentina,S_PopulationAged14OrLess,AutoReg1Lags,
Argentina,S_PopulationAged14OrLess,AutoReg2Lags,
Argentina,S_PopulationAged14OrLess,AutoReg3Lags,
Argentina,S_PopulationAged14OrLess,Constant,
Argentina,V_CO2PerCapita,Linear,
Argentina,V_CO2PerCapita,Quadratic,
Argentina,V_CO2PerCapita,Cubic,
Argentina,V_CO2PerCapita,AutoReg1Lags,
Argentina,V_CO2PerCapita,AutoReg2Lags,
Argentina,V_CO2PerCapita,AutoReg3Lags,
Argentina,V_CO2PerCapita,Constant,
Argentina,V_FertilizerUseKgPerHectare,Linear,
Argentina,V_FertilizerUseKgPerHectare,Quadratic,
Argentina,V_FertilizerUseKgPerHectare,Cubic,
Argentina,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Argentina,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Argentina,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Argentina,V_FertilizerUseKgPerHectare,Constant,
Argentina,V_AgriculturalLandPctOfTotal,Linear,
Argentina,V_AgriculturalLandPctOfTotal,Quadratic,
Argentina,V_AgriculturalLandPctOfTotal,Cubic,
Argentina,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Argentina,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Argentina,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Argentina,V_AgriculturalLandPctOfTotal,Constant,
Argentina,V_ForestAreaPctOfTotal,Linear,
Argentina,V_ForestAreaPctOfTotal,Quadratic,
Argentina,V_ForestAreaPctOfTotal,Cubic,
Argentina,V_ForestAreaPctOfTotal,AutoReg1Lags,
Argentina,V_ForestAreaPctOfTotal,AutoReg2Lags,
Argentina,V_ForestAreaPctOfTotal,AutoReg3Lags,
Argentina,V_ForestAreaPctOfTotal,Constant,
Argentina,H_AirPollutionMeanExpPctOfPop,Linear,
Argentina,H_AirPollutionMeanExpPctOfPop,Quadratic,
Argentina,H_AirPollutionMeanExpPctOfPop,Cubic,
Argentina,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Argentina,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Argentina,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Argentina,H_AirPollutionMeanExpPctOfPop,Constant,
Argentina,H_TotalSuicideRate,Linear,
Argentina,H_TotalSuicideRate,Quadratic,
Argentina,H_TotalSuicideRate,Cubic,
Argentina,H_TotalSuicideRate,AutoReg1Lags,
Argentina,H_TotalSuicideRate,AutoReg2Lags,
Argentina,H_TotalSuicideRate,AutoReg3Lags,
Argentina,H_TotalSuicideRate,Constant,
Armenia,E_GDPPerCapitaConstant,Linear,
Armenia,E_GDPPerCapitaConstant,Quadratic,
Armenia,E_GDPPerCapitaConstant,Cubic,
Armenia,E_GDPPerCapitaConstant,AutoReg1Lags,
Armenia,E_GDPPerCapitaConstant,AutoReg2Lags,
Armenia,E_GDPPerCapitaConstant,AutoReg3Lags,
Armenia,E_GDPPerCapitaConstant,Constant,
Armenia,E_PovertyGap685Headcount,Linear,
Armenia,E_PovertyGap685Headcount,Quadratic,
Armenia,E_PovertyGap685Headcount,Cubic,
Armenia,E_PovertyGap685Headcount,AutoReg1Lags,
Armenia,E_PovertyGap685Headcount,AutoReg2Lags,
Armenia,E_PovertyGap685Headcount,AutoReg3Lags,
Armenia,E_PovertyGap685Headcount,Constant,
Armenia,E_HealthExpenditurePerCapita,Linear,
Armenia,E_HealthExpenditurePerCapita,Quadratic,
Armenia,E_HealthExpenditurePerCapita,Cubic,
Armenia,E_HealthExpenditurePerCapita,AutoReg1Lags,
Armenia,E_HealthExpenditurePerCapita,AutoReg2Lags,
Armenia,E_HealthExpenditurePerCapita,AutoReg3Lags,
Armenia,E_HealthExpenditurePerCapita,Constant,
Armenia,E_ExportsPctOfGDP,Linear,
Armenia,E_ExportsPctOfGDP,Quadratic,
Armenia,E_ExportsPctOfGDP,Cubic,
Armenia,E_ExportsPctOfGDP,AutoReg1Lags,
Armenia,E_ExportsPctOfGDP,AutoReg2Lags,
Armenia,E_ExportsPctOfGDP,AutoReg3Lags,
Armenia,E_ExportsPctOfGDP,Constant,
Armenia,E_GiniIndex,Linear,
Armenia,E_GiniIndex,Quadratic,
Armenia,E_GiniIndex,Cubic,
Armenia,E_GiniIndex,AutoReg1Lags,
Armenia,E_GiniIndex,AutoReg2Lags,
Armenia,E_GiniIndex,AutoReg3Lags,
Armenia,E_GiniIndex,Constant,
Armenia,E_EducationExpenditurePctOfGDP,Linear,
Armenia,E_EducationExpenditurePctOfGDP,Quadratic,
Armenia,E_EducationExpenditurePctOfGDP,Cubic,
Armenia,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Armenia,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Armenia,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Armenia,E_EducationExpenditurePctOfGDP,Constant,
Armenia,E_LaborTaxPctOfProfits,Linear,
Armenia,E_LaborTaxPctOfProfits,Quadratic,
Armenia,E_LaborTaxPctOfProfits,Cubic,
Armenia,E_LaborTaxPctOfProfits,AutoReg1Lags,
Armenia,E_LaborTaxPctOfProfits,AutoReg2Lags,
Armenia,E_LaborTaxPctOfProfits,AutoReg3Lags,
Armenia,E_LaborTaxPctOfProfits,Constant,
Armenia,E_ConsumerPriceInflation,Linear,
Armenia,E_ConsumerPriceInflation,Quadratic,
Armenia,E_ConsumerPriceInflation,Cubic,
Armenia,E_ConsumerPriceInflation,AutoReg1Lags,
Armenia,E_ConsumerPriceInflation,AutoReg2Lags,
Armenia,E_ConsumerPriceInflation,AutoReg3Lags,
Armenia,E_ConsumerPriceInflation,Constant,
Armenia,E_FemaleUnemployment,Linear,
Armenia,E_FemaleUnemployment,Quadratic,
Armenia,E_FemaleUnemployment,Cubic,
Armenia,E_FemaleUnemployment,AutoReg1Lags,
Armenia,E_FemaleUnemployment,AutoReg2Lags,
Armenia,E_FemaleUnemployment,AutoReg3Lags,
Armenia,E_FemaleUnemployment,Constant,
Armenia,E_ImportsPctOfGDP,Linear,
Armenia,E_ImportsPctOfGDP,Quadratic,
Armenia,E_ImportsPctOfGDP,Cubic,
Armenia,E_ImportsPctOfGDP,AutoReg1Lags,
Armenia,E_ImportsPctOfGDP,AutoReg2Lags,
Armenia,E_ImportsPctOfGDP,AutoReg3Lags,
Armenia,E_ImportsPctOfGDP,Constant,
Armenia,P_GovernmentEffectiveness,Linear,
Armenia,P_GovernmentEffectiveness,Quadratic,
Armenia,P_GovernmentEffectiveness,Cubic,
Armenia,P_GovernmentEffectiveness,AutoReg1Lags,
Armenia,P_GovernmentEffectiveness,AutoReg2Lags,
Armenia,P_GovernmentEffectiveness,AutoReg3Lags,
Armenia,P_GovernmentEffectiveness,Constant,
Armenia,P_ControlOfCorruption,Linear,
Armenia,P_ControlOfCorruption,Quadratic,
Armenia,P_ControlOfCorruption,Cubic,
Armenia,P_ControlOfCorruption,AutoReg1Lags,
Armenia,P_ControlOfCorruption,AutoReg2Lags,
Armenia,P_ControlOfCorruption,AutoReg3Lags,
Armenia,P_ControlOfCorruption,Constant,
Armenia,P_RuleOfLaw,Linear,
Armenia,P_RuleOfLaw,Quadratic,
Armenia,P_RuleOfLaw,Cubic,
Armenia,P_RuleOfLaw,AutoReg1Lags,
Armenia,P_RuleOfLaw,AutoReg2Lags,
Armenia,P_RuleOfLaw,AutoReg3Lags,
Armenia,P_RuleOfLaw,Constant,
Armenia,P_CleanElectionsIndex,Linear,
Armenia,P_CleanElectionsIndex,Quadratic,
Armenia,P_CleanElectionsIndex,Cubic,
Armenia,P_CleanElectionsIndex,AutoReg1Lags,
Armenia,P_CleanElectionsIndex,AutoReg2Lags,
Armenia,P_CleanElectionsIndex,AutoReg3Lags,
Armenia,P_CleanElectionsIndex,Constant,
Armenia,S_AccessToCleanFuelsPctOfTotal,Linear,
Armenia,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Armenia,S_AccessToCleanFuelsPctOfTotal,Cubic,
Armenia,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Armenia,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Armenia,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Armenia,S_AccessToCleanFuelsPctOfTotal,Constant,
Armenia,S_UrbanPopPctOfTotal,Linear,
Armenia,S_UrbanPopPctOfTotal,Quadratic,
Armenia,S_UrbanPopPctOfTotal,Cubic,
Armenia,S_UrbanPopPctOfTotal,AutoReg1Lags,
Armenia,S_UrbanPopPctOfTotal,AutoReg2Lags,
Armenia,S_UrbanPopPctOfTotal,AutoReg3Lags,
Armenia,S_UrbanPopPctOfTotal,Constant,
Armenia,S_AccessToElectricityPctOfTotal,Linear,
Armenia,S_AccessToElectricityPctOfTotal,Quadratic,
Armenia,S_AccessToElectricityPctOfTotal,Cubic,
Armenia,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Armenia,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Armenia,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Armenia,S_AccessToElectricityPctOfTotal,Constant,
Armenia,S_UpperSecEduPctOfTotal,Linear,
Armenia,S_UpperSecEduPctOfTotal,Quadratic,
Armenia,S_UpperSecEduPctOfTotal,Cubic,
Armenia,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Armenia,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Armenia,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Armenia,S_UpperSecEduPctOfTotal,Constant,
Armenia,S_CompulsoryEducationYears,Linear,
Armenia,S_CompulsoryEducationYears,Quadratic,
Armenia,S_CompulsoryEducationYears,Cubic,
Armenia,S_CompulsoryEducationYears,AutoReg1Lags,
Armenia,S_CompulsoryEducationYears,AutoReg2Lags,
Armenia,S_CompulsoryEducationYears,AutoReg3Lags,
Armenia,S_CompulsoryEducationYears,Constant,
Armenia,S_LaborParticipRateFemale,Linear,
Armenia,S_LaborParticipRateFemale,Quadratic,
Armenia,S_LaborParticipRateFemale,Cubic,
Armenia,S_LaborParticipRateFemale,AutoReg1Lags,
Armenia,S_LaborParticipRateFemale,AutoReg2Lags,
Armenia,S_LaborParticipRateFemale,AutoReg3Lags,
Armenia,S_LaborParticipRateFemale,Constant,
Armenia,S_PopulationAged14OrLess,Linear,
Armenia,S_PopulationAged14OrLess,Quadratic,
Armenia,S_PopulationAged14OrLess,Cubic,
Armenia,S_PopulationAged14OrLess,AutoReg1Lags,
Armenia,S_PopulationAged14OrLess,AutoReg2Lags,
Armenia,S_PopulationAged14OrLess,AutoReg3Lags,
Armenia,S_PopulationAged14OrLess,Constant,
Armenia,V_CO2PerCapita,Linear,
Armenia,V_CO2PerCapita,Quadratic,
Armenia,V_CO2PerCapita,Cubic,
Armenia,V_CO2PerCapita,AutoReg1Lags,
Armenia,V_CO2PerCapita,AutoReg2Lags,
Armenia,V_CO2PerCapita,AutoReg3Lags,
Armenia,V_CO2PerCapita,Constant,
Armenia,V_FertilizerUseKgPerHectare,Linear,
Armenia,V_FertilizerUseKgPerHectare,Quadratic,
Armenia,V_FertilizerUseKgPerHectare,Cubic,
Armenia,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Armenia,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Armenia,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Armenia,V_FertilizerUseKgPerHectare,Constant,
Armenia,V_AgriculturalLandPctOfTotal,Linear,
Armenia,V_AgriculturalLandPctOfTotal,Quadratic,
Armenia,V_AgriculturalLandPctOfTotal,Cubic,
Armenia,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Armenia,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Armenia,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Armenia,V_AgriculturalLandPctOfTotal,Constant,
Armenia,V_ForestAreaPctOfTotal,Linear,
Armenia,V_ForestAreaPctOfTotal,Quadratic,
Armenia,V_ForestAreaPctOfTotal,Cubic,
Armenia,V_ForestAreaPctOfTotal,AutoReg1Lags,
Armenia,V_ForestAreaPctOfTotal,AutoReg2Lags,
Armenia,V_ForestAreaPctOfTotal,AutoReg3Lags,
Armenia,V_ForestAreaPctOfTotal,Constant,
Armenia,H_AirPollutionMeanExpPctOfPop,Linear,
Armenia,H_AirPollutionMeanExpPctOfPop,Quadratic,
Armenia,H_AirPollutionMeanExpPctOfPop,Cubic,
Armenia,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Armenia,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Armenia,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Armenia,H_AirPollutionMeanExpPctOfPop,Constant,
Armenia,H_TotalSuicideRate,Linear,
Armenia,H_TotalSuicideRate,Quadratic,
Armenia,H_TotalSuicideRate,Cubic,
Armenia,H_TotalSuicideRate,AutoReg1Lags,
Armenia,H_TotalSuicideRate,AutoReg2Lags,
Armenia,H_TotalSuicideRate,AutoReg3Lags,
Armenia,H_TotalSuicideRate,Constant,
Australia,E_GDPPerCapitaConstant,Linear,
Australia,E_GDPPerCapitaConstant,Quadratic,
Australia,E_GDPPerCapitaConstant,Cubic,
Australia,E_GDPPerCapitaConstant,AutoReg1Lags,
Australia,E_GDPPerCapitaConstant,AutoReg2Lags,
Australia,E_GDPPerCapitaConstant,AutoReg3Lags,
Australia,E_GDPPerCapitaConstant,Constant,
Australia,E_PovertyGap685Headcount,Linear,
Australia,E_PovertyGap685Headcount,Quadratic,
Australia,E_PovertyGap685Headcount,Cubic,
Australia,E_PovertyGap685Headcount,AutoReg1Lags,
Australia,E_PovertyGap685Headcount,AutoReg2Lags,
Australia,E_PovertyGap685Headcount,AutoReg3Lags,
Australia,E_PovertyGap685Headcount,Constant,
Australia,E_HealthExpenditurePerCapita,Linear,
Australia,E_HealthExpenditurePerCapita,Quadratic,
Australia,E_HealthExpenditurePerCapita,Cubic,
Australia,E_HealthExpenditurePerCapita,AutoReg1Lags,
Australia,E_HealthExpenditurePerCapita,AutoReg2Lags,
Australia,E_HealthExpenditurePerCapita,AutoReg3Lags,
Australia,E_HealthExpenditurePerCapita,Constant,
Australia,E_ExportsPctOfGDP,Linear,
Australia,E_ExportsPctOfGDP,Quadratic,
Australia,E_ExportsPctOfGDP,Cubic,
Australia,E_ExportsPctOfGDP,AutoReg1Lags,
Australia,E_ExportsPctOfGDP,AutoReg2Lags,
Australia,E_ExportsPctOfGDP,AutoReg3Lags,
Australia,E_ExportsPctOfGDP,Constant,
Australia,E_GiniIndex,Linear,
Australia,E_GiniIndex,Quadratic,
Australia,E_GiniIndex,Cubic,
Australia,E_GiniIndex,AutoReg1Lags,
Australia,E_GiniIndex,AutoReg2Lags,
Australia,E_GiniIndex,AutoReg3Lags,
Australia,E_GiniIndex,Constant,
Australia,E_EducationExpenditurePctOfGDP,Linear,
Australia,E_EducationExpenditurePctOfGDP,Quadratic,
Australia,E_EducationExpenditurePctOfGDP,Cubic,
Australia,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Australia,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Australia,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Australia,E_EducationExpenditurePctOfGDP,Constant,
Australia,E_LaborTaxPctOfProfits,Linear,
Australia,E_LaborTaxPctOfProfits,Quadratic,
Australia,E_LaborTaxPctOfProfits,Cubic,
Australia,E_LaborTaxPctOfProfits,AutoReg1Lags,
Australia,E_LaborTaxPctOfProfits,AutoReg2Lags,
Australia,E_LaborTaxPctOfProfits,AutoReg3Lags,
Australia,E_LaborTaxPctOfProfits,Constant,
Australia,E_ConsumerPriceInflation,Linear,
Australia,E_ConsumerPriceInflation,Quadratic,
Australia,E_ConsumerPriceInflation,Cubic,
Australia,E_ConsumerPriceInflation,AutoReg1Lags,
Australia,E_ConsumerPriceInflation,AutoReg2Lags,
